time_us,x,y,z
1840068391,0.339977,-0.505177,-9.816227
1840069574,0.361524,-0.476446,-9.832987
1840070753,0.366313,-0.462081,-9.868899
1840071940,0.323217,-0.483629,-9.844957
1840073119,0.296881,-0.536301,-9.789890
1840074311,0.263362,-0.557849,-9.897630
1840075493,0.311246,-0.538695,-9.892841
1840076680,0.287304,-0.505177,-9.806650
1840077871,0.320823,-0.553061,-9.801862
1840079066,0.296881,-0.526724,-9.821015
1840080251,0.272939,-0.500388,-9.813833
1840081431,0.232238,-0.514753,-9.897630
1840082614,0.349553,-0.536301,-9.844957
1840083797,0.354342,-0.445322,-9.911995
1840084979,0.347159,-0.464475,-9.983821
1840086166,0.344765,-0.524330,-9.904813
1840087353,0.375890,-0.550666,-9.811439
1840088540,0.349553,-0.560243,-9.971850
1840089732,0.342371,-0.524330,-9.945514
1840090917,0.351948,-0.497994,-9.873688
1840092103,0.378284,-0.538695,-9.952697
1840093294,0.404620,-0.507571,-9.971850
1840094475,0.344765,-0.507571,-9.938332
1840095658,0.287304,-0.469264,-9.923966
1840096847,0.320823,-0.505177,-9.864111
1840098037,0.328006,-0.466869,-9.861717
1840099218,0.402226,-0.469264,-9.883265
1840100413,0.385466,-0.471658,-9.859323
1840101596,0.323217,-0.457293,-9.801862
1840102776,0.366313,-0.459687,-9.832987
1840103964,0.347159,-0.533907,-9.816227
1840105154,0.387861,-0.505177,-9.854534
1840106340,0.409408,-0.531513,-9.888053
1840107526,0.378284,-0.512359,-9.895236
1840108710,0.306458,-0.466869,-9.830592
1840109910,0.325611,-0.514753,-9.907207
1840111095,0.323217,-0.529119,-9.856929
1840112280,0.318429,-0.524330,-9.830592
1840113456,0.359130,-0.497994,-9.888053
1840114647,0.270545,-0.478840,-9.801862
1840115829,0.323217,-0.493206,-9.804255
1840117026,0.349553,-0.514753,-9.844957
1840118207,0.311246,-0.507571,-9.888053
1840119396,0.368707,-0.471658,-9.837775
1840120575,0.347159,-0.454898,-9.919178
1840121758,0.344765,-0.529119,-9.849746
1840122941,0.339977,-0.490811,-9.825804
1840124127,0.339977,-0.478840,-9.832987
1840125307,0.304064,-0.478840,-9.787497
1840126493,0.270545,-0.490811,-9.789890
1840127678,0.344765,-0.533907,-9.816227
1840128877,0.328006,-0.548272,-9.780313
1840130069,0.308852,-0.545878,-9.916783
1840131262,0.354342,-0.529119,-9.933543
1840132441,0.375890,-0.529119,-9.847352
1840133624,0.404620,-0.514753,-9.868899
1840134802,0.301669,-0.521936,-9.758766
1840135989,0.323217,-0.517148,-9.780313
1840137171,0.292093,-0.502782,-9.811439
1840138365,0.318429,-0.538695,-9.816227
1840139552,0.335188,-0.493206,-9.880871
1840140748,0.306458,-0.493206,-9.861717
1840141929,0.287304,-0.464475,-9.868899
1840143114,0.383072,-0.514753,-9.947908
1840144295,0.344765,-0.574608,-9.979033
1840145482,0.385466,-0.565032,-9.890448
1840146659,0.402226,-0.464475,-9.864111
1840147853,0.325611,-0.462081,-10.002975
1840149041,0.356736,-0.454898,-9.861717
1840150228,0.323217,-0.517148,-9.830592
1840151411,0.349553,-0.517148,-9.856929
1840152602,0.392649,-0.526724,-9.830592
1840153781,0.409408,-0.529119,-9.844957
1840154965,0.418985,-0.524330,-9.873688
1840156150,0.363919,-0.459687,-9.907207
1840157340,0.366313,-0.486023,-9.880871
1840158523,0.337582,-0.471658,-9.866506
1840159710,0.414197,-0.481235,-9.859323
1840160909,0.282516,-0.543484,-9.821015
1840162100,0.325611,-0.512359,-9.799467
1840163282,0.316035,-0.471658,-9.816227
1840164463,0.323217,-0.469264,-9.818622
1840165646,0.332794,-0.462081,-9.780313
1840166833,0.335188,-0.502782,-9.900024
1840168018,0.311246,-0.490811,-9.866506
1840169207,0.308852,-0.471658,-9.844957
1840170393,0.375890,-0.521936,-9.818622
1840171576,0.337582,-0.507571,-9.844957
1840172754,0.325611,-0.466869,-9.923966
1840173941,0.371101,-0.493206,-9.902418
1840175122,0.407014,-0.509965,-9.852140
1840176312,0.349553,-0.497994,-9.859323
1840177495,0.349553,-0.505177,-9.895236
1840178675,0.366313,-0.423774,-9.871294
1840179869,0.318429,-0.514753,-9.789890
1840181065,0.378284,-0.514753,-9.801862
1840182250,0.380678,-0.471658,-9.844957
1840183431,0.313640,-0.481235,-9.892841
1840184615,0.339977,-0.507571,-9.921572
1840185797,0.275333,-0.493206,-9.852140
1840186979,0.363919,-0.588974,-9.799467
